CARHR000010.1	CARHR172190.1	NA
CARHR001400.1	CARHR250250.1	1.1499
CARHR001400.1	CARHR250240.1	1.2113
CARHR001400.1	CARHR250230.1	1.9841
CARHR001400.1	CARHR250220.1	2.0248
CARHR001400.1	CARHR261010.1	6.9189
CARHR001400.1	CARHR153430.1	NA
CARHR001400.1	CARHR068900.1	3.7834
CARHR001400.1	CARHR009340.1	NA
CARHR001400.1	CARHR206100.1	NA
CARHR001400.1	CARHR093530.1	4.3143
CARHR001400.1	CARHR259370.1	NA
CARHR001400.1	CARHR036060.1	5.3937
CARHR001400.1	CARHR259380.1	4.0456
CARHR001400.1	CARHR163090.1	NA
CARHR001400.1	CARHR022240.1	2.0948
CARHR001400.1	CARHR026280.1	5.499
CARHR001400.1	CARHR026270.1	NA
CARHR001400.1	CARHR132140.1	NA
CARHR001400.1	CARHR199770.1	2.5342
CARHR001400.1	CARHR035620.1	NA
CARHR001400.1	CARHR261910.1	5.1018
CARHR001400.1	CARHR261870.1	8.9153
CARHR001400.1	CARHR038310.1	3.4117
CARHR001410.1	CARHR001400.1	NA
CARHR001410.1	CARHR001390.1	NA
CARHR001410.1	CARHR250250.1	1.2895
CARHR001410.1	CARHR250240.1	1.2232
CARHR001410.1	CARHR250230.1	2.1646
CARHR001410.1	CARHR250220.1	2.284
CARHR001410.1	CARHR261010.1	NA
CARHR001410.1	CARHR153430.1	NA
CARHR001410.1	CARHR222340.1	NA
CARHR001410.1	CARHR261870.1	NA
CARHR001420.1	CARHR142180.1	6.3134
CARHR001430.1	CARHR250190.1	0.6731
CARHR001430.1	CARHR142210.1	1.2623
CARHR001430.1	CARHR163550.1	7.8927
CARHR001430.1	CARHR108760.1	3.3623
CARHR001430.1	CARHR203740.1	NA
CARHR001430.1	CARHR278470.1	NA
CARHR001440.1	CARHR290540.1	2.2399
CARHR001440.1	CARHR037410.1	1.3876
CARHR001440.1	CARHR194900.1	3.1079
CARHR001440.1	CARHR037720.1	1.6411
CARHR001440.1	CARHR040900.1	1.841
CARHR001440.1	CARHR037850.1	1.6218
CARHR001440.1	CARHR037710.1	2.5837
CARHR001440.1	CARHR040920.1	1.9023
CARHR001440.1	CARHR186290.1	5.91
CARHR001440.1	CARHR253630.1	1.7216
CARHR001440.1	CARHR127720.1	3.8533
CARHR001440.1	CARHR276640.1	NA
CARHR001440.1	CARHR261700.1	2.153
CARHR001440.1	CARHR190800.1	2.9201
CARHR001440.1	CARHR158400.1	2.6796
CARHR001440.1	CARHR112760.1	1.9325
CARHR001440.1	CARHR155840.1	2.1614
CARHR001440.1	CARHR220790.1	2.7476
CARHR001440.1	CARHR166000.1	3.1778
CARHR001440.1	CARHR258400.1	2.378
CARHR001440.1	CARHR125110.1	3.6196
CARHR001440.1	CARHR043700.1	2.5255
CARHR001440.1	CARHR288800.1	2.301
CARHR001440.1	CARHR147780.1	2.0652
CARHR001440.1	CARHR264630.1	2.2655
CARHR001440.1	CARHR276420.1	2.0175
CARHR001440.1	CARHR041530.1	2.4082
CARHR001440.1	CARHR126110.1	2.9766
CARHR001440.1	CARHR078290.1	2.3323
CARHR001440.1	CARHR149520.1	NA
CARHR001440.1	CARHR197660.1	2.3808
CARHR001440.1	CARHR058080.1	NA
CARHR001440.1	CARHR036660.1	2.1604
CARHR001440.1	CARHR213730.1	2.155
CARHR001440.1	CARHR219450.1	2.0559
CARHR001440.1	CARHR042940.1	1.6123
CARHR001440.1	CARHR276410.1	NA
CARHR001440.1	CARHR044030.1	3.0967
CARHR001440.1	CARHR219290.1	1.8947
CARHR001440.1	CARHR031540.1	1.8885
CARHR001440.1	CARHR144020.1	4.1731
CARHR001440.1	CARHR030250.1	NA
CARHR001440.1	CARHR062310.1	2.3211
CARHR001440.1	CARHR078280.1	2.296
CARHR001440.1	CARHR043710.1	6.6116
CARHR001440.1	CARHR036630.1	2.6517
CARHR001440.1	CARHR030870.1	1.8053
CARHR001440.1	CARHR264620.1	2.1665
CARHR001440.1	CARHR125800.1	2.1466
CARHR001450.1	CARHR141820.1	NA
CARHR001450.1	CARHR189300.1	9.1069
CARHR001450.1	CARHR046470.1	5.9465
CARHR001460.1	CARHR049880.1	NA
CARHR001460.1	CARHR077330.1	NA
CARHR001460.1	CARHR192510.1	NA
CARHR001460.1	CARHR096130.1	6.936
CARHR001460.1	CARHR222160.1	9.864
CARHR001480.1	CARHR250180.1	0.9966
CARHR001480.1	CARHR142220.1	3.3301
CARHR001480.1	CARHR172330.1	2.022
CARHR001480.1	CARHR206950.1	NA
CARHR001480.1	CARHR025890.1	NA
CARHR001490.1	CARHR250170.1	0.7132
CARHR001500.1	CARHR250120.1	3.7788
CARHR001500.1	CARHR001530.1	1.9922
CARHR001500.1	CARHR250140.1	2.2332
CARHR001500.1	CARHR250150.1	2.1688
CARHR001500.1	CARHR084990.1	6.5204
CARHR001500.1	CARHR085000.1	3.8058
CARHR001500.1	CARHR158540.1	7.9242
CARHR001500.1	CARHR212470.1	9.6208
CARHR001500.1	CARHR250160.1	2.4285
CARHR001500.1	CARHR093060.1	NA
CARHR001500.1	CARHR188860.1	4.7672
CARHR001500.1	CARHR057810.1	4.6209
CARHR001500.1	CARHR032390.1	NA
CARHR001500.1	CARHR085010.1	NA
CARHR001500.1	CARHR208900.1	NA
CARHR001500.1	CARHR195950.1	3.9685
CARHR001500.1	CARHR244580.1	NA
CARHR001500.1	CARHR025090.1	8.0712
CARHR001500.1	CARHR281410.1	NA
CARHR001500.1	CARHR077220.1	NA
CARHR001500.1	CARHR117630.1	NA
CARHR001500.1	CARHR107380.1	4.366
CARHR001500.1	CARHR108550.1	5.9813
CARHR001500.1	CARHR064750.1	NA
CARHR001500.1	CARHR069980.1	5.8629
CARHR001500.1	CARHR001520.1	1.981
CARHR001500.1	CARHR001510.1	3.8394
CARHR001500.1	CARHR093760.1	3.9432
CARHR001500.1	CARHR276160.1	8.0078
CARHR001500.1	CARHR174990.1	4.2379
CARHR001500.1	CARHR208910.1	NA
CARHR001500.1	CARHR119850.1	NA
CARHR001500.1	CARHR062420.1	8.1383
CARHR001500.1	CARHR235080.1	NA
CARHR001500.1	CARHR090550.1	4.9629
CARHR001500.1	CARHR032650.1	5.0175
CARHR001500.1	CARHR039140.1	NA
CARHR001500.1	CARHR090150.1	2.8625
CARHR001500.1	CARHR256290.1	6.9028
CARHR001500.1	CARHR205490.1	4.688
CARHR001500.1	CARHR046000.1	4.2517
CARHR001500.1	CARHR200290.1	7.8329
CARHR001500.1	CARHR145000.1	NA
CARHR001500.1	CARHR127490.1	2.8547
CARHR001500.1	CARHR191270.1	NA
CARHR001500.1	CARHR000620.1	NA
CARHR001500.1	CARHR043110.1	3.1358
CARHR001500.1	CARHR012570.1	NA
CARHR001500.1	CARHR049140.1	NA
CARHR001500.1	CARHR262680.1	NA
CARHR001500.1	CARHR204060.1	7.6449
CARHR001500.1	CARHR104580.1	NA
CARHR001500.1	CARHR275190.1	8.94
CARHR001500.1	CARHR138060.1	7.884
CARHR001500.1	CARHR045740.1	3.3483
CARHR001500.1	CARHR070970.1	9.6449
CARHR001500.1	CARHR277970.1	7.9305
CARHR001500.1	CARHR073310.1	NA
CARHR001510.1	CARHR250150.1	8.8597
CARHR001510.1	CARHR250120.1	5.7662
CARHR001510.1	CARHR250160.1	7.503
CARHR001510.1	CARHR158540.1	NA
CARHR001510.1	CARHR001500.1	NA
CARHR001510.1	CARHR188860.1	NA
CARHR001510.1	CARHR032390.1	NA
CARHR001510.1	CARHR119850.1	NA
CARHR001510.1	CARHR117630.1	NA
CARHR001510.1	CARHR212470.1	NA
CARHR001510.1	CARHR025090.1	NA
CARHR001510.1	CARHR069980.1	2.0387
CARHR001510.1	CARHR090150.1	7.0246
CARHR001510.1	CARHR107380.1	5.7111
CARHR001510.1	CARHR145000.1	8.0189
CARHR001510.1	CARHR084990.1	NA
CARHR001510.1	CARHR085010.1	NA
CARHR001510.1	CARHR281410.1	NA
CARHR001510.1	CARHR085000.1	NA
CARHR001510.1	CARHR090560.1	NA
CARHR001510.1	CARHR235080.1	NA
CARHR001510.1	CARHR108550.1	NA
CARHR001510.1	CARHR012570.1	3.1055
CARHR001520.1	CARHR001530.1	0.3119
CARHR001520.1	CARHR000930.1	NA
CARHR001520.1	CARHR090150.1	6.3226
CARHR001520.1	CARHR085000.1	4.9128
CARHR001520.1	CARHR275190.1	9.4107
CARHR001520.1	CARHR205490.1	NA
CARHR001520.1	CARHR250120.1	2.7584
CARHR001520.1	CARHR087510.1	NA
CARHR001520.1	CARHR158540.1	NA
CARHR001520.1	CARHR262680.1	NA
CARHR001520.1	CARHR084990.1	NA
CARHR001520.1	CARHR078180.1	NA
CARHR001520.1	CARHR117630.1	NA
CARHR001520.1	CARHR093060.1	NA
CARHR001520.1	CARHR032390.1	NA
CARHR001520.1	CARHR057810.1	NA
CARHR001520.1	CARHR093760.1	NA
CARHR001520.1	CARHR250150.1	2.2848
CARHR001520.1	CARHR090550.1	5.8557
CARHR001520.1	CARHR195950.1	NA
CARHR001520.1	CARHR077220.1	NA
CARHR001520.1	CARHR212470.1	NA
CARHR001520.1	CARHR043110.1	NA
CARHR001520.1	CARHR235080.1	5.1737
CARHR001520.1	CARHR174990.1	NA
CARHR001520.1	CARHR256290.1	NA
CARHR001520.1	CARHR032650.1	NA
CARHR001520.1	CARHR046000.1	NA
CARHR001520.1	CARHR204060.1	NA
CARHR001520.1	CARHR064750.1	4.5534
CARHR001520.1	CARHR062420.1	8.3134
CARHR001520.1	CARHR208900.1	NA
CARHR001520.1	CARHR236310.1	3.2087
CARHR001520.1	CARHR045740.1	8.0736
CARHR001520.1	CARHR127490.1	4.2827
CARHR001520.1	CARHR200290.1	5.0166
CARHR001520.1	CARHR194790.1	NA
CARHR001520.1	CARHR085010.1	8.372
CARHR001520.1	CARHR069980.1	6.0517
CARHR001520.1	CARHR188860.1	3.8582
CARHR001520.1	CARHR208910.1	2.3964
CARHR001520.1	CARHR119850.1	NA
CARHR001520.1	CARHR031960.1	3.1684
CARHR001520.1	CARHR073310.1	8.5257
CARHR001520.1	CARHR107380.1	5.1865
CARHR001520.1	CARHR224750.1	NA
CARHR001530.1	CARHR001520.1	NA
CARHR001530.1	CARHR000930.1	NA
CARHR001530.1	CARHR250120.1	7.186
CARHR001530.1	CARHR001500.1	NA
CARHR001530.1	CARHR250150.1	2.092
CARHR001530.1	CARHR250140.1	2.1206
CARHR001530.1	CARHR158540.1	9.6165
CARHR001530.1	CARHR200290.1	NA
CARHR001530.1	CARHR032390.1	NA
CARHR001530.1	CARHR250160.1	2.4282
CARHR001530.1	CARHR188860.1	3.4005
CARHR001530.1	CARHR250130.1	7.2654
CARHR001530.1	CARHR084990.1	NA
CARHR001530.1	CARHR085000.1	NA
CARHR001530.1	CARHR127490.1	8.2238
CARHR001530.1	CARHR104580.1	NA
CARHR001530.1	CARHR208900.1	NA
CARHR001530.1	CARHR078180.1	NA
CARHR001530.1	CARHR085010.1	NA
CARHR001530.1	CARHR032650.1	7.8142
CARHR001530.1	CARHR090150.1	6.2889
CARHR001530.1	CARHR117630.1	6.9749
CARHR001530.1	CARHR275190.1	3.7989
CARHR001530.1	CARHR194790.1	NA
CARHR001530.1	CARHR039140.1	NA
CARHR001530.1	CARHR057810.1	5.0328
CARHR001530.1	CARHR077220.1	NA
CARHR001530.1	CARHR174990.1	NA
CARHR001530.1	CARHR012570.1	7.8827
CARHR001530.1	CARHR205490.1	3.0563
CARHR001530.1	CARHR244580.1	7.1205
CARHR001530.1	CARHR062420.1	4.4576
CARHR001530.1	CARHR195950.1	4.2349
CARHR001530.1	CARHR256290.1	7.2435
CARHR001530.1	CARHR073310.1	6.2267
CARHR001530.1	CARHR204060.1	NA
CARHR001530.1	CARHR087510.1	8.6309
CARHR001530.1	CARHR000620.1	NA
CARHR001530.1	CARHR069980.1	3.4843
CARHR001530.1	CARHR235080.1	NA
CARHR001530.1	CARHR204220.1	NA
CARHR001530.1	CARHR046000.1	6.9743
CARHR001530.1	CARHR138060.1	3.0529
CARHR001530.1	CARHR224750.1	NA
CARHR001530.1	CARHR070970.1	5.7291
CARHR001530.1	CARHR090550.1	7.2763
CARHR001530.1	CARHR025090.1	7.399
CARHR001530.1	CARHR208910.1	3.8753
CARHR001530.1	CARHR145000.1	4.2429
CARHR001560.1	CARHR267320.1	8.2538
CARHR001580.1	CARHR208260.1	5.4038
CARHR001580.1	CARHR091860.1	NA
CARHR001580.1	CARHR106860.1	6.086
CARHR001580.1	CARHR250810.1	NA
CARHR001580.1	CARHR192530.1	6.1761
CARHR001580.1	CARHR250780.1	NA
CARHR001580.1	CARHR290330.1	NA
CARHR001590.1	CARHR154140.1	6.7881
CARHR001610.1	CARHR001830.1	0.1466
CARHR001610.1	CARHR250060.1	0.8988
CARHR001610.1	CARHR274030.1	NA
CARHR001610.1	CARHR028370.1	NA
CARHR001610.1	CARHR128170.1	7.2054
CARHR001610.1	CARHR258350.1	NA
CARHR001610.1	CARHR157110.1	NA
CARHR001610.1	CARHR028400.1	NA
CARHR001610.1	CARHR157120.1	NA
CARHR001610.1	CARHR120010.1	NA
CARHR001610.1	CARHR094800.1	NA
CARHR001610.1	CARHR247660.1	NA
CARHR001610.1	CARHR028420.1	NA
CARHR001610.1	CARHR112340.1	NA
CARHR001620.1	CARHR281290.1	3.2875
CARHR001620.1	CARHR212280.1	3.4791
CARHR001620.1	CARHR085460.1	3.7083
CARHR001620.1	CARHR111320.1	NA
CARHR001620.1	CARHR236020.1	NA
CARHR001630.1	CARHR250030.1	1.0848
CARHR001630.1	CARHR020690.1	4.4229
CARHR001630.1	CARHR207950.1	4.1183
CARHR001630.1	CARHR135720.1	NA
CARHR001630.1	CARHR062490.1	3.4569
CARHR001630.1	CARHR269720.1	6.2776
CARHR001630.1	CARHR145440.1	NA
CARHR001630.1	CARHR165550.1	NA
CARHR001630.1	CARHR134530.1	NA
CARHR001630.1	CARHR211110.1	4.3805
CARHR001630.1	CARHR131940.1	NA
CARHR001630.1	CARHR025170.1	NA
CARHR001630.1	CARHR152120.1	7.4359
CARHR001630.1	CARHR090410.1	7.4703
CARHR001630.1	CARHR154090.1	5.6249
CARHR001630.1	CARHR048670.1	NA
CARHR001630.1	CARHR012840.1	NA
CARHR001630.1	CARHR263140.1	NA
CARHR001630.1	CARHR077240.1	2.8221
CARHR001630.1	CARHR197760.1	NA
CARHR001630.1	CARHR293980.1	6.2361
CARHR001630.1	CARHR263150.1	NA
CARHR001630.1	CARHR263120.1	NA
CARHR001630.1	CARHR249780.1	1.6569
CARHR001630.1	CARHR235960.1	NA
CARHR001630.1	CARHR111420.1	NA
CARHR001630.1	CARHR140340.1	NA
CARHR001650.1	CARHR172370.1	2.5326
CARHR001650.1	CARHR009530.1	2.3133
CARHR001650.1	CARHR186930.1	4.35
CARHR001650.1	CARHR080390.1	NA
CARHR001650.1	CARHR019600.1	NA
CARHR001650.1	CARHR263580.1	4.1704
CARHR001650.1	CARHR263220.1	4.9705
CARHR001650.1	CARHR220880.1	NA
CARHR001650.1	CARHR078350.1	3.226
CARHR001650.1	CARHR080440.1	2.9277
CARHR001650.1	CARHR103170.1	2.6463
CARHR001650.1	CARHR263560.1	NA
CARHR001650.1	CARHR263570.1	3.3873
CARHR001650.1	CARHR263590.1	NA
CARHR001650.1	CARHR263600.1	NA
CARHR001650.1	CARHR263230.1	NA
CARHR001650.1	CARHR078340.1	4.4365
CARHR001650.1	CARHR263250.1	3.3375
CARHR001650.1	CARHR084580.1	NA
CARHR001650.1	CARHR078330.1	NA
CARHR001650.1	CARHR078320.1	5.3704
CARHR001650.1	CARHR263520.1	NA
CARHR001650.1	CARHR192180.1	5.0536
CARHR001650.1	CARHR065520.1	NA
CARHR001650.1	CARHR263240.1	2.6131
CARHR001650.1	CARHR068130.1	2.5475
CARHR001650.1	CARHR010600.1	1.7221
CARHR001650.1	CARHR275510.1	NA
CARHR001660.1	CARHR142340.1	9.875
CARHR001680.1	CARHR249970.1	1.2137
CARHR001680.1	CARHR151150.1	NA
CARHR001680.1	CARHR087000.1	NA
CARHR001680.1	CARHR092200.1	NA
CARHR001680.1	CARHR005390.1	8.6822
CARHR001680.1	CARHR164320.1	NA
CARHR001680.1	CARHR138760.1	NA
CARHR001680.1	CARHR138740.1	NA
CARHR001680.1	CARHR138750.1	NA
CARHR001680.1	CARHR138730.1	NA
CARHR001680.1	CARHR138780.1	NA
CARHR001680.1	CARHR138700.1	NA
CARHR001680.1	CARHR138790.1	NA
CARHR001680.1	CARHR138720.1	NA
CARHR001680.1	CARHR138800.1	NA
CARHR001680.1	CARHR138770.1	NA
CARHR001690.1	CARHR249690.1	0.8099
CARHR001690.1	CARHR051740.1	6.5546
CARHR001690.1	CARHR000170.1	NA
CARHR001690.1	CARHR228420.1	NA
CARHR001700.1	CARHR249720.1	0.7318
CARHR001700.1	CARHR092370.1	NA
CARHR001710.1	CARHR249730.1	1.0029
CARHR001710.1	CARHR006140.1	9.3822
CARHR001710.1	CARHR085980.1	NA
CARHR001710.1	CARHR206790.1	NA
CARHR001710.1	CARHR248510.1	NA
CARHR001710.1	CARHR000740.1	NA
CARHR001710.1	CARHR248500.1	NA
CARHR001710.1	CARHR132690.1	NA
CARHR001720.1	CARHR029360.1	NA
CARHR001720.1	CARHR037620.1	NA
CARHR001720.1	CARHR128640.1	NA
CARHR001720.1	CARHR071960.1	NA
CARHR001720.1	CARHR094430.1	NA
CARHR001720.1	CARHR188900.1	NA
CARHR001720.1	CARHR264690.1	NA
CARHR001720.1	CARHR277460.1	NA
CARHR001720.1	CARHR097390.1	NA
CARHR001720.1	CARHR207680.1	NA
CARHR001720.1	CARHR232830.1	NA
CARHR001720.1	CARHR205940.1	NA
CARHR001720.1	CARHR088310.1	NA
CARHR001720.1	CARHR006210.1	NA
CARHR001750.1	CARHR171700.1	NA
CARHR001750.1	CARHR098550.1	NA
CARHR001750.1	CARHR066460.1	NA
CARHR001750.1	CARHR262550.1	NA
CARHR001750.1	CARHR048100.1	NA
CARHR001750.1	CARHR226930.1	NA
CARHR001750.1	CARHR106000.1	NA
CARHR001750.1	CARHR079010.1	NA
CARHR001750.1	CARHR273510.1	NA
CARHR001750.1	CARHR004520.1	NA
CARHR001750.1	CARHR235710.1	NA
CARHR001750.1	CARHR226230.1	NA
CARHR001750.1	CARHR226230.1	NA
CARHR001750.1	CARHR042740.1	NA
CARHR001750.1	CARHR107900.1	NA
CARHR001750.1	CARHR055280.1	7.7026
CARHR001750.1	CARHR126490.1	NA
CARHR001750.1	CARHR048470.1	NA
CARHR001750.1	CARHR204810.1	NA
CARHR001750.1	CARHR023340.1	9.7832
CARHR001750.1	CARHR109480.1	NA
CARHR001750.1	CARHR046840.1	NA
CARHR001750.1	CARHR250090.1	NA
CARHR001750.1	CARHR048500.1	NA
CARHR001760.1	CARHR142560.1	2.1389
CARHR001760.1	CARHR172630.1	2.9838
CARHR001760.1	CARHR052550.1	2.7244
CARHR001760.1	CARHR010800.1	2.9703
CARHR001760.1	CARHR063650.1	2.34
CARHR001760.1	CARHR023910.1	2.364
CARHR001760.1	CARHR198650.1	3.6529
CARHR001760.1	CARHR077140.1	NA
CARHR001760.1	CARHR196120.1	NA
CARHR001760.1	CARHR105690.1	6.7968
CARHR001760.1	CARHR294510.1	NA
CARHR001760.1	CARHR239620.1	NA
CARHR001760.1	CARHR098890.1	NA
CARHR001760.1	CARHR108990.1	NA
CARHR001780.1	CARHR249860.1	0.9989
CARHR001780.1	CARHR054800.1	4.8308
CARHR001780.1	CARHR037740.1	NA
CARHR001780.1	CARHR198670.1	NA
CARHR001780.1	CARHR052390.1	NA
CARHR001780.1	CARHR147630.1	8.5352
CARHR001780.1	CARHR010810.1	9.412
CARHR001780.1	CARHR074310.1	NA
CARHR001780.1	CARHR063660.1	8.4818
CARHR001780.1	CARHR023890.1	5.5627
CARHR001780.1	CARHR136940.1	NA
CARHR001780.1	CARHR167720.1	NA
CARHR001780.1	CARHR167730.1	NA
CARHR001780.1	CARHR074350.1	9.28
CARHR001780.1	CARHR244020.1	NA
CARHR001780.1	CARHR082710.1	NA
CARHR001780.1	CARHR244030.1	NA
CARHR001780.1	CARHR262260.1	NA
CARHR001780.1	CARHR139060.1	3.4958
CARHR001780.1	CARHR139080.1	7.8427
CARHR001780.1	CARHR139040.1	NA
CARHR001780.1	CARHR058880.1	NA
CARHR001780.1	CARHR005170.1	NA
CARHR001780.1	CARHR071920.1	NA
CARHR001780.1	CARHR139050.1	NA
CARHR001780.1	CARHR240290.1	NA
CARHR001780.1	CARHR082550.1	5.2389
CARHR001780.1	CARHR219870.1	5.8628
CARHR001780.1	CARHR002080.1	NA
CARHR001780.1	CARHR139070.1	5.728
CARHR001780.1	CARHR260510.1	NA
CARHR001780.1	CARHR196010.1	NA
CARHR001780.1	CARHR178040.1	NA
CARHR001780.1	CARHR170200.1	NA
CARHR001780.1	CARHR017730.1	NA
CARHR001780.1	CARHR135390.1	NA
CARHR001780.1	CARHR082540.1	3.1947
CARHR001780.1	CARHR240300.1	NA
CARHR001780.1	CARHR082530.1	NA
CARHR001780.1	CARHR184200.1	NA
CARHR001780.1	CARHR127140.1	9.0065
CARHR001780.1	CARHR057300.1	NA
CARHR001780.1	CARHR224930.1	NA
CARHR001780.1	CARHR035210.1	NA
CARHR001780.1	CARHR199340.1	5.2375
CARHR001780.1	CARHR090820.1	NA
CARHR001780.1	CARHR090830.1	NA
CARHR001780.1	CARHR258940.1	8.1031
CARHR001790.1	CARHR001800.1	NA
CARHR001790.1	CARHR249850.1	6.548
CARHR001800.1	CARHR249850.1	NA
CARHR001800.1	CARHR001790.1	NA
CARHR001810.1	CARHR249810.1	0.5277
CARHR001810.1	CARHR142440.1	1.3368
CARHR001810.1	CARHR092710.1	2.6121
CARHR001810.1	CARHR131330.1	2.8063
CARHR001820.1	CARHR249800.1	2.1212
CARHR001820.1	CARHR224910.1	NA
CARHR001820.1	CARHR175420.1	NA
CARHR001820.1	CARHR175430.1	3.0779
CARHR001820.1	CARHR268950.1	7.0202
CARHR001820.1	CARHR175410.1	3.3657
CARHR001820.1	CARHR268940.1	2.2428
CARHR001830.1	CARHR001610.1	NA
CARHR001830.1	CARHR250060.1	0.8948
CARHR001830.1	CARHR150540.1	8.682
CARHR001830.1	CARHR274030.1	NA
CARHR001830.1	CARHR028370.1	NA
CARHR001830.1	CARHR128170.1	8.5137
CARHR001830.1	CARHR028400.1	NA
CARHR001830.1	CARHR028420.1	NA
CARHR001830.1	CARHR247660.1	NA
CARHR001830.1	CARHR094800.1	NA
CARHR001850.1	CARHR142370.1	2.0693
CARHR001850.1	CARHR172490.1	2.6658
CARHR001850.1	CARHR224820.1	NA
CARHR001850.1	CARHR222130.1	6.0386
CARHR001850.1	CARHR151870.1	NA
CARHR001850.1	CARHR233470.1	NA
CARHR001850.1	CARHR233470.1	NA
CARHR001850.1	CARHR010860.1	NA
CARHR001850.1	CARHR010860.1	NA
CARHR001850.1	CARHR131390.1	NA
CARHR001850.1	CARHR027370.1	NA
CARHR001850.1	CARHR027370.1	NA
CARHR001850.1	CARHR292580.1	NA
CARHR001850.1	CARHR292620.1	NA
CARHR001850.1	CARHR292570.1	NA
CARHR001850.1	CARHR292570.1	NA
CARHR001850.1	CARHR027460.1	NA
CARHR001850.1	CARHR027460.1	NA
CARHR001850.1	CARHR134350.1	NA
CARHR001850.1	CARHR134350.1	NA
CARHR001850.1	CARHR134350.1	NA
CARHR001850.1	CARHR134350.1	NA
CARHR001850.1	CARHR165300.1	NA
CARHR001850.1	CARHR165300.1	NA
CARHR001850.1	CARHR165300.1	NA
CARHR001850.1	CARHR165300.1	NA
CARHR001850.1	CARHR263390.1	NA
CARHR001850.1	CARHR263390.1	NA
CARHR001850.1	CARHR063840.1	NA
CARHR001850.1	CARHR063840.1	NA
CARHR001850.1	CARHR272070.1	6.8298
CARHR001850.1	CARHR272070.1	6.8298
CARHR001850.1	CARHR236410.1	NA
CARHR001850.1	CARHR236410.1	NA
CARHR001850.1	CARHR209340.1	NA
CARHR001850.1	CARHR087690.1	NA
CARHR001850.1	CARHR087690.1	NA
CARHR001850.1	CARHR087670.1	NA
CARHR001850.1	CARHR087670.1	NA
CARHR001850.1	CARHR087670.1	NA
CARHR001850.1	CARHR097150.1	NA
CARHR001850.1	CARHR170470.1	NA
CARHR001850.1	CARHR170470.1	NA
CARHR001850.1	CARHR087680.1	NA
CARHR001850.1	CARHR003460.1	NA
CARHR001850.1	CARHR029800.1	NA
CARHR001850.1	CARHR029790.1	NA
CARHR001850.1	CARHR029780.1	NA
CARHR001850.1	CARHR003470.1	NA
CARHR001850.1	CARHR241520.1	NA
CARHR001860.1	CARHR142730.1	NA
CARHR001870.1	CARHR058720.1	NA
CARHR001870.1	CARHR176680.1	NA
CARHR001870.1	CARHR190390.1	NA
CARHR001870.1	CARHR204940.1	NA
CARHR001870.1	CARHR012060.1	NA
CARHR001870.1	CARHR282180.1	NA
CARHR001870.1	CARHR012700.1	NA
CARHR001870.1	CARHR223600.1	NA
CARHR001870.1	CARHR009000.1	NA
CARHR001870.1	CARHR040000.1	2.7622
CARHR001880.1	CARHR142760.1	1.9068
CARHR001890.1	CARHR254420.1	0.3238
CARHR001890.1	CARHR249660.1	1.2089
CARHR001890.1	CARHR249660.1	1.2089
CARHR001890.1	CARHR293010.1	7.9098
CARHR001900.1	CARHR249600.1	1.0406
CARHR001900.1	CARHR143810.1	NA
CARHR001900.1	CARHR145360.1	NA
CARHR001900.1	CARHR214670.1	NA
CARHR001900.1	CARHR014680.1	NA
CARHR001900.1	CARHR276250.1	NA
CARHR001900.1	CARHR156180.1	NA
CARHR001910.1	CARHR009120.1	1.6629
CARHR001910.1	CARHR289870.1	2.6798
CARHR001910.1	CARHR239620.1	NA
CARHR001910.1	CARHR294510.1	NA
CARHR001910.1	CARHR158950.1	9.0209
CARHR001910.1	CARHR280030.1	8.7166
CARHR001910.1	CARHR142560.1	NA
CARHR001910.1	CARHR172630.1	NA
CARHR001910.1	CARHR052550.1	NA
CARHR001910.1	CARHR198650.1	NA
CARHR001910.1	CARHR023910.1	NA
CARHR001910.1	CARHR063650.1	NA
CARHR001910.1	CARHR010800.1	NA
CARHR001910.1	CARHR108990.1	NA
CARHR001910.1	CARHR098890.1	NA
CARHR001910.1	CARHR105690.1	3.5593
CARHR001910.1	CARHR265130.1	NA
CARHR001920.1	CARHR063510.1	NA
CARHR001920.1	CARHR063480.1	NA
CARHR001930.1	CARHR182170.1	4.4792
CARHR001930.1	CARHR278540.1	NA
CARHR001930.1	CARHR095080.1	NA
CARHR001930.1	CARHR202740.1	NA
CARHR001930.1	CARHR071510.1	NA
CARHR001930.1	CARHR203680.1	NA
CARHR001930.1	CARHR203670.1	NA
CARHR001940.1	CARHR172860.1	4.7424
CARHR001940.1	CARHR171990.1	NA
CARHR001950.1	CARHR217760.1	0.7408
CARHR001950.1	CARHR245370.1	1.6658
CARHR001950.1	CARHR245360.1	1.3002
CARHR001950.1	CARHR263840.1	2.8433
CARHR001950.1	CARHR114730.1	8.4299
CARHR001950.1	CARHR114720.1	1.7335
CARHR001950.1	CARHR203000.1	4.9748
CARHR001950.1	CARHR272120.1	NA
CARHR001950.1	CARHR153180.1	9.7884
CARHR001950.1	CARHR033370.1	NA
CARHR001950.1	CARHR085450.1	NA
CARHR001950.1	CARHR025570.1	NA
CARHR001950.1	CARHR260890.1	NA
CARHR001950.1	CARHR223210.1	9.0037
CARHR001950.1	CARHR062120.1	NA
CARHR001980.1	CARHR250340.1	2.1117
CARHR001990.1	CARHR222440.1	4.5163
CARHR001990.1	CARHR081320.1	4.3259
CARHR001990.1	CARHR250330.1	0.8897
CARHR001990.1	CARHR009240.1	NA
